index,valid_time,number,expver,rain_mm,rain_3d,rain_5d,rain_7d,rain_30d
35,1970-02-05,0,1,5.6150864e-05,5.6150864e-05,0.009937997863999916,0.014920849263999999,1.7266521581529
36,1970-02-06,0,1,2.8813176e-05,8.496404e-05,0.009966811039999914,0.01198498074,1.7266487051389
37,1970-02-07,0,1,0.0012466611,0.00133162514,0.001331625139999915,0.01121347214,1.4811435062389
38,1970-02-08,0,1,0.0,0.001275474276,0.001331625139999915,0.01121347214,1.4404931382389001
39,1970-02-09,0,1,0.0,0.0012466611,0.001331625139999915,0.00133162514,1.2465489082389
40,1970-02-10,0,1,0.0,0.0,0.001275474275999915,0.00133162514,0.8618313582389
41,1970-02-11,0,1,0.0,0.0,0.001246661099999915,0.00133162514,0.5671302882389
42,1970-02-12,0,1,9.942453e-07,9.942453e-07,9.942452999149985e-07,0.0012764685213,0.5490293614842
43,1970-02-13,0,1,0.040654093,0.0406550872453,0.04065508724529992,0.0419017483453,0.5896689176957
44,1970-02-14,0,1,0.10070362,0.1413587072453,0.14135870724529992,0.1413587072453,0.6894801775257
45,1970-02-15,0,1,0.0047763186,0.1461340316,0.14613502584529992,0.1461350258453,0.6860753181257
46,1970-02-16,0,1,0.011432695,0.1169126336,0.1575677208452999,0.1575677208453,0.6973962176517
47,1970-02-17,0,1,0.0003382294,0.016547243,0.1579049559999999,0.1579059502453,0.6195615870517
48,1970-02-18,0,1,0.0005622247,0.0123331491,0.11781308769999992,0.1584681749453,0.6200574906317
49,1970-02-19,0,1,0.0068055424,0.007705996499999999,0.023915010099999915,0.1652727231,0.6268524731277001
50,1970-02-20,0,1,0.0,0.0073677670999999995,0.019138691499999916,0.12461863009999999,0.4501207831277
51,1970-02-21,0,1,5.457064e-06,0.006810999464,0.007711453563999916,0.023920467164,0.4501262401917
52,1970-02-22,0,1,0.0,5.457064e-06,0.007373224163999916,0.019144148564,0.4500491426117
53,1970-02-23,0,1,0.0,5.457064e-06,0.0068109994639999165,0.0077114535639999995,0.4500420513293
54,1970-02-24,0,1,0.0,0.0,5.457063999916733e-06,0.007373224164,0.4499872737043
55,1970-02-25,0,1,0.05822864,0.05822864,0.058234097063999915,0.065039639464,0.3584445337043
56,1970-02-26,0,1,0.009200878,0.067429518,0.06742951799999991,0.067434975064,0.24945291770429998
57,1970-02-27,0,1,0.0033446122,0.0707741302,0.07077413019999991,0.070779587264,0.2522967541443
58,1970-02-28,0,1,0.0014853984,0.0140308886,0.07225952859999991,0.0722595286,0.25373502654929997
59,1970-03-01,0,1,0.00090077275,0.00573078335,0.07316030134999991,0.07316030135,0.2516711175993
60,1970-03-02,0,1,0.000726352,0.00311252315,0.015658013349999916,0.07388665335,0.25037929989929997
61,1970-03-03,0,1,0.00029606867,0.00192319342,0.006753204019999917,0.07418272202,0.2506753685693
62,1970-03-04,0,1,0.0036574993,0.00467991997,0.007066091119999916,0.019611581320000005,0.24445102086929998
63,1970-03-05,0,1,0.00014378747,0.00409735544,0.0057244801899999165,0.010554490790000006,0.24459480833929997
64,1970-03-06,0,1,0.040702518,0.04450380477,0.045526225439999915,0.04791239659,0.2852973263393
65,1970-03-07,0,1,0.009081277,0.04992758247,0.053881150439999914,0.05550827519000001,0.2943224524753
66,1970-03-08,0,1,8.02385e-05,0.0498640335,0.053665320269999914,0.054687740940000014,0.29437387779929997
67,1970-03-09,0,1,0.085058376,0.09421989150000001,0.1350661969699999,0.13901976494,0.37818559269929997
68,1970-03-10,0,1,0.8530687,0.9382073145000001,0.9879911094999999,0.99179239627,1.2312542926993
69,1970-03-11,0,1,0.019019961,0.957147037,0.9663085524999999,1.00715485797,1.2502742536993
70,1970-03-12,0,1,0.0,0.872088661,0.9572272755,1.0070110705000002,1.2502742536993
71,1970-03-13,0,1,0.0,0.019019961,0.9571470369999999,0.9663085525,1.2502742536993
72,1970-03-14,0,1,0.43872863,0.43872863,1.3108172909999998,1.3959559055000001,1.689001889454
73,1970-03-15,0,1,0.012033815,0.450762445,0.4697824059999999,1.407909482,1.660381611454
74,1970-03-16,0,1,0.059524655,0.5102871,0.5102870999999999,1.382375761,1.619202646454
75,1970-03-17,0,1,0.0015486976,0.0731071676,0.5118357975999999,0.5308557586,1.615975025454
76,1970-03-18,0,1,1.2548347e-05,0.061085900947,0.5118483459469999,0.5118483459469999,1.604554878801
77,1970-03-19,0,1,0.0005832438,0.002144489747,0.07370295974699989,0.512431589747,1.604799893201
78,1970-03-20,0,1,0.0006856985,0.001281490647,0.062354843246999886,0.513117288247,1.604923367001
79,1970-03-21,0,1,0.0,0.0012689423,0.002830188246999889,0.074388658247,1.598117824601
80,1970-03-22,0,1,0.008507657,0.0091933555,0.00978914764699989,0.070862500247,1.606625481601
81,1970-03-23,0,1,0.5038708,0.512378457,0.5136473992999998,0.5152086452469999,2.110490824537
82,1970-03-24,0,1,0.038260497,0.550638954,0.5513246524999998,0.551920444647,2.148751321537
83,1970-03-25,0,1,0.0,0.542131297,0.5506389539999998,0.5519078962999999,2.148751321537
84,1970-03-26,0,1,0.0018986481,0.040159145099999995,0.5525376020999998,0.5532233005999999,2.150649969637
85,1970-03-27,0,1,0.0025330996,0.0044317477,0.5465630446999998,0.5550707017,2.094954429237
86,1970-03-28,0,1,0.034627553,0.0390593007,0.07731979769999989,0.5896982546999999,2.120381104237
87,1970-03-29,0,1,0.07496382,0.1121244726,0.1140231206999999,0.6561544176999999,2.192000312037
88,1970-03-30,0,1,0.0,0.109591373,0.11402312069999988,0.15228361769999998,2.1905149136369997
89,1970-03-31,0,1,0.0013664585,0.07633027850000002,0.11349093109999989,0.1153895792,2.190980599387
90,1970-04-01,0,1,0.03839402,0.0397604785,0.14935185149999988,0.1537835992,2.2286482673870003
91,1970-04-02,0,1,0.0205089,0.0602693785,0.13523319849999987,0.1723938511,2.248861098717
92,1970-04-03,0,1,0.017095452,0.07599837200000001,0.0773648304999999,0.1869562035,2.262299051417
93,1970-04-04,0,1,0.0042377384,0.041842090400000004,0.0816025688999999,0.1565663889,2.266393002347
94,1970-04-05,0,1,9.867424e-05,0.02143186464,0.08033478463999989,0.08170124314,2.2257891585869998
95,1970-04-06,0,1,0.00016085534,0.00449726798,0.04210161997999989,0.08186209848,2.216868736927
96,1970-04-07,0,1,0.0034278005,0.00368733008,0.025020520479999888,0.08392344048,2.2202162989270002
97,1970-04-08,0,1,0.17518225,0.17877090584000002,0.1831073184799999,0.22071167048,2.310340172927
98,1970-04-09,0,1,0.0023209539,0.18093100440000004,0.1811905339799999,0.20252372438000002,1.459592426827
99,1970-04-10,0,1,0.014090444,0.19159364790000002,0.1951823037399999,0.19951871638000002,1.454662909827
100,1970-04-11,0,1,0.007179738,0.0235911359,0.2022011863999999,0.20246071598,1.4618426478270001
101,1970-04-12,0,1,0.033388797,0.054658978999999996,0.2321621828999999,0.23575083874000002,1.495231444827
102,1970-04-13,0,1,0.0,0.040568534999999996,0.05697993289999989,0.2355899834,1.0565028148270001
103,1970-04-14,0,1,0.0,0.033388797,0.05465897899999989,0.2321621829,1.044468999827
104,1970-04-15,0,1,0.0003617269,0.0003617269,0.04093026189999989,0.0573416598,0.985306071727
105,1970-04-16,0,1,2.7085327e-05,0.000388812227,0.033777609226999884,0.055047791227,0.983784459454
106,1970-04-17,0,1,0.0,0.000388812227,0.000388812226999889,0.040957347227,0.983771911107
107,1970-04-18,0,1,0.0,2.7085327e-05,0.000388812226999889,0.033777609227,0.9831886673069999
108,1970-04-19,0,1,0.00016887728,0.00016887728,0.000557689506999889,0.000557689507000007,0.982671846087
109,1970-04-20,0,1,0.053988863,0.05415774028,0.05418482560699989,0.054546552507,1.036660709087
110,1970-04-21,0,1,0.00031059913,0.05446833941,0.054468339409999886,0.054857151637,1.028463651217
111,1970-04-22,0,1,3.429513e-06,0.054302891643,0.05447176892299989,0.054498854250000006,0.52459628073
112,1970-04-23,0,1,0.0,0.00031402864300000003,0.05447176892299989,0.05447176892300001,0.48633578373
113,1970-04-24,0,1,0.0,3.429513e-06,0.05430289164299989,0.05447176892300001,0.48633578373
114,1970-04-25,0,1,7.473787e-05,7.473787e-05,0.000388766512999889,0.05454650679300001,0.4845118735
115,1970-04-26,0,1,0.0008519825,0.0009267203700000001,0.000930149882999889,0.05522961201300001,0.4828307564
116,1970-04-27,0,1,0.015228985,0.016155705370000002,0.01615570536999989,0.016469734013000007,0.4634321884
117,1970-04-28,0,1,0.04186363,0.0579445975,0.05801933536999989,0.05802276488300001,0.4303319984
118,1970-04-29,0,1,0.011135725,0.06822834,0.0691550603699999,0.06915506037000001,0.44146772340000007
119,1970-04-30,0,1,0.0,0.052999355,0.0690803224999999,0.06915506037000001,0.44010126490000007
120,1970-05-01,0,1,0.0017730605,0.0129087855,0.0700014004999999,0.07092812087000001,0.4034803054
121,1970-05-02,0,1,5.279971e-05,0.0018258602100000001,0.05482521520999989,0.07090618271000002,0.38302420511
122,1970-05-03,0,1,0.0,0.0018258602100000001,0.01296158520999989,0.07005420021000001,0.36592875311
123,1970-05-04,0,1,0.0035883859,0.00364118561,0.005414246109999889,0.05841360111000001,0.36527940061
124,1970-05-05,0,1,0.36356482,0.3671532059,0.3689790661099999,0.38011479111,0.7287455463700001
125,1970-05-06,0,1,0.00092736445,0.36808057035,0.36813337005999996,0.36990643056000005,0.7295120554800001
126,1970-05-07,0,1,0.39991978,0.76441196445,0.7680003503499999,0.76982621056,1.12600403498
127,1970-05-08,0,1,0.012660253,0.41350739745000004,0.78066060335,0.78071340306,0.9634820379800001
128,1970-05-09,0,1,0.04020412,0.452784153,0.81727633745,0.82086472335,1.00136520408
129,1970-05-10,0,1,0.00020556495,0.05306993795000001,0.4539170823999999,0.8210702883000001,0.98748032503
130,1970-05-11,0,1,0.0075730495,0.04798273445000001,0.4605627674499999,0.8250549519000001,0.98787363653
131,1970-05-12,0,1,4.0433646e-05,0.007819048096,0.0606834210959999,0.461530565546,0.9545252731760001
132,1970-05-13,0,1,5.9654235e-06,0.0076194485695,0.04802913351949989,0.4606091665195,0.9545312385995001
133,1970-05-14,0,1,0.0,4.6399069499999994e-05,0.007825013519499895,0.0606893865195,0.9545312385995001
134,1970-05-15,0,1,0.00016934522,0.00017531064349999998,0.007788793789499896,0.048198478739500006,0.9543388569195
135,1970-05-16,0,1,2.0502308e-05,0.000189847528,0.0002362465974998959,0.008014861047500007,0.9543322739005
136,1970-05-17,0,1,0.00037157626,0.000561423788,0.0005673892114998959,0.008180872357500008,0.9547038501605
137,1970-05-18,0,1,0.20646931,0.206861388568,0.20703073378799988,0.20707713285749998,1.1611731601605
138,1970-05-19,0,1,0.08398452,0.29082540626,0.29101525378799986,0.2910212192115,1.2449888028805
139,1970-05-20,0,1,0.0,0.29045382999999997,0.29084590856799986,0.291015253788,1.1909999398805
140,1970-05-21,0,1,0.0,0.08398452,0.29082540625999986,0.291015253788,1.1906893407505
141,1970-05-22,0,1,0.00057101407,0.00057101407,0.29102484406999984,0.29141692263799995,1.1912569253075
142,1970-05-23,0,1,0.0030978855,0.00366889957,0.08765341956999988,0.29449430582999997,1.1943548108075002
143,1970-05-24,0,1,0.0,0.00366889957,0.003668899569999889,0.29412272956999996,1.1943548108075002
144,1970-05-25,0,1,0.0,0.0030978855,0.003668899569999889,0.08765341956999999,1.1942800729375
145,1970-05-26,0,1,0.0015033875,0.0015033875,0.005172287069999889,0.00517228707,1.1949314779375
146,1970-05-27,0,1,0.0,0.0015033875,0.0046012729999998885,0.00517228707,1.1797024929375
147,1970-05-28,0,1,0.0,0.0015033875,0.001503387499999889,0.00517228707,1.1378388629375
148,1970-05-29,0,1,0.0027457594,0.0027457594,0.004249146899999889,0.0073470324,1.1294488973374999
149,1970-05-30,0,1,0.006262066,0.0090078254,0.01051121289999989,0.0105112129,1.1357109633375
150,1970-05-31,0,1,0.0018684354,0.0108762608,0.01087626079999989,0.0123796483,1.1358063382375
151,1970-06-01,0,1,0.0,0.0081305014,0.01087626079999989,0.0123796483,1.1357535385275002
152,1970-06-02,0,1,0.0,0.0018684354,0.01087626079999989,0.0108762608,1.1357535385275002
153,1970-06-03,0,1,0.0,0.0,0.00813050139999989,0.0108762608,1.1321651526275
154,1970-06-04,0,1,0.0069196285,0.0069196285,0.00878806389999989,0.0177958893,0.7755199611275001
155,1970-06-05,0,1,0.002068878,0.0089885065,0.008988506499999889,0.0171190079,0.7766614746775
156,1970-06-06,0,1,0.006951636,0.0159401425,0.01594014249999989,0.0178085779,0.3836933306775
157,1970-06-07,0,1,0.018760268,0.027780782,0.03470041049999989,0.0347004105,0.3897933456775
158,1970-06-08,0,1,0.038887132,0.064599036,0.07358754249999988,0.07358754249999999,0.3884763576775
159,1970-06-09,0,1,0.00706967,0.06471707,0.07373758399999988,0.08065721249999999,0.3953404627275
160,1970-06-10,0,1,9.503856e-05,0.04605184056,0.07176374455999988,0.08075225106,0.38786245178749995
161,1970-06-11,0,1,0.00068274525,0.00784745381,0.06549485380999988,0.07451536781,0.3885047633915
162,1970-06-12,0,1,0.00016503863,0.00094282244,0.046899624439999885,0.07261152843999999,0.38866383659799997
163,1970-06-13,0,1,0.08431195,0.08515973387999999,0.09232444243999988,0.14997184244,0.472975786598
164,1970-06-14,0,1,0.040511258,0.12498824663,0.12576603043999987,0.17172283244,0.513317699378
165,1970-06-15,0,1,0.00017477463,0.12499798263,0.12584576650999987,0.13301047507,0.5134719717
166,1970-06-16,0,1,0.00042577068,0.04111180331,0.1255887919399999,0.12636657575000002,0.51352616612
167,1970-06-17,0,1,0.013267327,0.013867872310000001,0.13869108030999988,0.13953886419,0.32032418312
168,1970-06-18,0,1,0.07208633,0.08577942768,0.1264654603099999,0.21094244894,0.30842599312
169,1970-06-19,0,1,2.3208773e-05,0.085376865773,0.08597741108299987,0.210800619083,0.308449201893
170,1970-06-20,0,1,0.00014325441,0.072252793183,0.08594589086299986,0.126631923493,0.30859245630300003
171,1970-06-21,0,1,0.00055754057,0.000724003753,0.08607766075299987,0.086678206063,0.30857898280300006
172,1970-06-22,0,1,0.0,0.00070079498,0.07281033375299986,0.086503431433,0.30548109730300005
173,1970-06-23,0,1,0.0028696745,0.00342721507,0.0035936782529998614,0.08894733525300001,0.308350771803
174,1970-06-24,0,1,0.00027872893,0.00314840343,0.003849198409999861,0.075958737183,0.30862950073300005
175,1970-06-25,0,1,0.0,0.00314840343,0.0037059439999998613,0.003872407183,0.30712611323300004
176,1970-06-26,0,1,0.0,0.00027872893,0.0031484034299998614,0.00384919841,0.30712611323300004
177,1970-06-27,0,1,0.0,0.0,0.0031484034299998614,0.003705944,0.30712611323300004
178,1970-06-28,0,1,3.1857206e-05,3.1857206e-05,0.0003105861359998612,0.0031802606360000004,0.304412211039
179,1970-06-29,0,1,0.0035540124,0.0035858696060000004,0.0035858696059998616,0.0067342730360000005,0.30170415743900003
180,1970-06-30,0,1,0.02390264,0.027488509606,0.027488509605999863,0.027767238536,0.32373836203899997
181,1970-07-01,0,1,0.017330835,0.04478748739999999,0.04481934460599986,0.044819344606,0.34106919703899996
182,1970-07-02,0,1,0.0004434413,0.0416769163,0.04526278590599986,0.045262785906000004,0.341512638339
183,1970-07-03,0,1,0.044338312,0.0621125883,0.08956924069999986,0.089601097906,0.38585095033899997
184,1970-07-04,0,1,0.030973729,0.07575548230000001,0.11698895729999986,0.120574826906,0.409905050839
185,1970-07-05,0,1,0.0008525768,0.0761646178,0.09393889409999985,0.12139554649999999,0.408688749639
186,1970-07-06,0,1,0.0,0.031826305799999996,0.07660805909999985,0.11784153409999999,0.401737113639
187,1970-07-07,0,1,0.0,0.0008525768,0.07616461779999985,0.0939388941,0.38297684563900003
188,1970-07-08,0,1,0.00012966064,0.00012966064,0.03195596643999985,0.07673771974,0.344219374279
189,1970-07-09,0,1,0.00015849639,0.00028815703000000003,0.0011407338299998543,0.07645277483,0.337308200669
190,1970-07-10,0,1,0.00057407765,0.00086223468,0.0008622346799998543,0.03268854048,0.33778723975900005
191,1970-07-11,0,1,0.0,0.00073257404,0.0008622346799998543,0.00171481148,0.33710449450900004
192,1970-07-12,0,1,1.453698e-05,0.00058861463,0.0008767716599998543,0.00087677166,0.336953992859
193,1970-07-13,0,1,0.0,1.453698e-05,0.0007471110199998543,0.00087677166,0.252642042859
194,1970-07-14,0,1,0.0,1.453698e-05,0.0005886146299998543,0.00087677166,0.212130784859
195,1970-07-15,0,1,0.0,0.0,1.4536979999854283e-05,0.00074711102,0.211956010229
196,1970-07-16,0,1,0.012015778,0.012015778,0.012030314979999854,0.012604392629999999,0.223546017549
197,1970-07-17,0,1,0.001244915,0.013260693,0.013260692999999855,0.01327522998,0.21152360554900002
198,1970-07-18,0,1,0.00016024262,0.01342093562,0.013420935619999854,0.0134354726,0.139597518169
199,1970-07-19,0,1,0.0,0.00140515762,0.013420935619999854,0.01342093562,0.13957430939600002
200,1970-07-20,0,1,6.562416e-05,0.00022586678,0.013486559779999853,0.013486559779999999,0.139496679146
201,1970-07-21,0,1,3.3905242e-06,6.90146842e-05,0.0014741723041998543,0.013489950304199999,0.1389425291002
202,1970-07-22,0,1,5.378991e-06,7.43936752e-05,0.0002346362951998543,0.0134953292952,0.1389479080912
203,1970-07-23,0,1,1.0836007e-05,1.96055222e-05,8.522968219985429e-05,0.0014903873022000002,0.1360890695982
204,1970-07-24,0,1,0.00023340811,0.000249623108,0.0003186377921998543,0.0004788804122,0.1360437487782
205,1970-07-25,0,1,1.6093843e-05,0.00026033796,0.0002691074751998542,0.0003347316352,0.1360598426212
206,1970-07-26,0,1,0.021155335,0.021404836953000002,0.021421051950999855,0.021490066635200002,0.1572151776212
207,1970-07-27,0,1,0.0,0.021171428843000002,0.021415672959999854,0.021424442475200003,0.1572151776212
208,1970-07-28,0,1,0.0006356154,0.021790950400000002,0.022040452352999857,0.022056667351000002,0.1578189358152
209,1970-07-29,0,1,0.0018895799,0.0025251953,0.023696624142999858,0.023940868260000005,0.1561545033152
210,1970-07-30,0,1,0.22178653,0.22431172530000001,0.24546706029999987,0.245716562253,0.35403839331520004
211,1970-07-31,0,1,0.003023073,0.2266991829,0.22733479829999986,0.248506227143,0.33973063131520004
212,1970-08-01,0,1,0.0,0.224809603,0.22733479829999986,0.2484901333,0.3392871900152
213,1970-08-02,0,1,0.0,0.003023073,0.22669918289999985,0.2273347983,0.29494887801520003
214,1970-08-03,0,1,0.52770346,0.52770346,0.7525130629999999,0.7550382583,0.7916786090152
215,1970-08-04,0,1,0.0,0.52770346,0.5307265329999998,0.7544026429,0.7908260322152
216,1970-08-05,0,1,0.00090251904,0.5286059790400001,0.52860597904,0.75341558204,0.7917285512552
217,1970-08-06,0,1,0.00011920201,0.00102172105,0.5287251810499999,0.53174825405,0.7918477532652
218,1970-08-07,0,1,1.453698e-05,0.00103625803,0.5287397180299999,0.52873971803,0.7917326296052
219,1970-08-08,0,1,0.0,0.00013373899,0.001036258029999889,0.52873971803,0.7915741332152
220,1970-08-09,0,1,0.04837093,0.04838546698,0.04940718802999989,0.57711064803,0.8393709855652001
221,1970-08-10,0,1,0.00015029448,0.04852122448,0.04865496346999989,0.04955748251,0.8395212800452001
222,1970-08-11,0,1,2.7627577e-05,0.048548852057,0.04856338903699989,0.049585110087,0.8395343706421999
223,1970-08-12,0,1,0.0,0.000177922057,0.04854885205699989,0.048682591047,0.8395343706421999
224,1970-08-13,0,1,0.0,2.7627577e-05,0.04854885205699989,0.048563389037,0.8395343706421999
225,1970-08-14,0,1,0.00018053566,0.00018053566,0.000358457716999889,0.048729387717,0.8397149063022
226,1970-08-15,0,1,0.004329229,0.00450976466,0.00453739223699989,0.053058616717,0.8320283573022
227,1970-08-16,0,1,0.0011901322,0.00569989686,0.005699896859999889,0.005877818917,0.8319735745022
228,1970-08-17,0,1,0.00017021761,0.00568957881,0.005870114469999889,0.0058977420469999995,0.8319835494922001
229,1970-08-18,0,1,0.0006451982,0.00200554801,0.0065153126699998894,0.0065153126700000005,0.8326287476922001
230,1970-08-19,0,1,0.006061513,0.00687692881,0.01239629000999989,0.01257682567,0.8386246365322001
231,1970-08-20,0,1,0.037098207,0.0438049182,0.04516526800999989,0.04967503267,0.875719453008
232,1970-08-21,0,1,0.020901082,0.064060802,0.06487621780999989,0.07039557901,0.896615156017
233,1970-08-22,0,1,0.08254812,0.140547409,0.1472541201999999,0.14861447001,0.97915244001
234,1970-08-23,0,1,0.0069061485,0.11035535050000002,0.15351507049999988,0.15433048631,0.9858251804
235,1970-08-24,0,1,0.064863876,0.15431814450000003,0.2123174334999999,0.2190241447,1.050672962557
236,1970-08-25,0,1,0.008610371,0.08038039550000002,0.18382959749999989,0.2269893175,1.038127998557
237,1970-08-26,0,1,0.0015103725,0.07498461950000002,0.1644388879999999,0.22243817700000001,1.039638371057
238,1970-08-27,0,1,3.5426066e-05,0.010156169566000014,0.0819261940659999,0.185375396066,1.039038181723
239,1970-08-28,0,1,0.008928639,0.010474437566000014,0.0839486845659999,0.173402953066,1.046077240823
240,1970-08-29,0,1,0.5801037,0.589067765066,0.5991885085659999,0.670958533066,1.404394410823
241,1970-08-30,0,1,0.10866711,0.6976994489999999,0.6992452475659999,0.7727194945659999,1.510038447823
242,1970-08-31,0,1,0.0031774275,0.6919482375,0.7009123025659999,0.7110330460659999,1.513215875323
243,1970-09-01,0,1,0.0004324094,0.1122769469,0.7013092859,0.702855084466,1.513648284723
244,1970-09-02,0,1,0.0015800133,0.0051898502,0.6939606601999999,0.702924725266,0.9875248380230001
245,1970-09-03,0,1,0.024824355,0.026836777699999998,0.13868131519999988,0.7277136542,1.012349193023
246,1970-09-04,0,1,0.0009911907,0.027395559,0.031005395899999885,0.7197762059,1.012437864683
247,1970-09-05,0,1,5.361768e-05,0.02586916338,0.02788158607999989,0.13972612358,1.012372280353
248,1970-09-06,0,1,0.0,0.0010448083800000002,0.02744917667999989,0.03105901358,1.012357743373
249,1970-09-07,0,1,7.0912824e-06,6.07089624e-05,0.025876254662399886,0.0278886773624,1.0123648346554
250,1970-09-08,0,1,0.00041696444,0.0004240557224,0.0014688641023998857,0.027873232402399997,0.9644108690954001
251,1970-09-09,0,1,0.002045209,0.0024692647224,0.0025228824023998857,0.0283384281024,0.9663057836154
252,1970-09-10,0,1,0.0016500769,0.00411225034,0.004119341622399885,0.0051641500024000005,0.9679282329384001
253,1970-09-11,0,1,0.085347585,0.0890428709,0.08946692662239988,0.0895205443024,1.0532758179384
254,1970-09-12,0,1,0.001915896,0.0889135579,0.09137573133999989,0.0913828226224,1.0551917139384002
255,1970-09-13,0,1,0.0035555689,0.0908190499,0.09451433579999989,0.0949383915224,1.0585667471784002
256,1970-09-14,0,1,0.019100202,0.0245716669,0.11156932879999988,0.11403150224,1.0733377201784
257,1970-09-15,0,1,0.053552616,0.0762083869,0.16347186789999987,0.1671671538,1.1257002039784
258,1970-09-16,0,1,0.070041925,0.142694743,0.14816620789999987,0.2351638698,1.1955719113684
259,1970-09-17,0,1,0.00045303328,0.12404757428,0.14670334517999986,0.23396682617999998,1.1953797464484002
260,1970-09-18,0,1,0.0,0.07049495828,0.14314777627999986,0.14861924117999997,1.1893182334484
261,1970-09-19,0,1,0.0,0.00045303328,0.12404757427999988,0.14670334518,1.1522200264484002
262,1970-09-20,0,1,0.0,0.0,0.07049495827999988,0.14314777627999997,1.1313189444484
263,1970-09-21,0,1,0.0,0.0,0.0004530332799998751,0.12404757428,1.0487708244484
264,1970-09-22,0,1,2.2446713e-05,2.2446713e-05,2.24467129998751e-05,0.07051740499300001,1.0418871226614
265,1970-09-23,0,1,0.0,2.2446713e-05,2.24467129998751e-05,0.000475479993,0.9770232466614001
266,1970-09-24,0,1,0.0010243568,0.001046803513,0.001046803512999875,0.001046803513,0.9694372324614001
267,1970-09-25,0,1,0.112982415,0.1140067718,0.11402921851299988,0.114029218513,1.0809092749614
268,1970-09-26,0,1,0.025272664,0.13927943580000002,0.13930188251299988,0.13930188251300002,1.1061465128954
269,1970-09-27,0,1,0.0025956086,0.14085068760000002,0.14187504439999987,0.141897491113,1.0998134824954
270,1970-09-28,0,1,0.015932381,0.0438006536,0.15780742539999987,0.157829872113,0.5356421634954
271,1970-09-29,0,1,0.006652707,0.0251806966,0.1634357755999999,0.16446013240000001,0.43362776049539997
272,1970-09-30,0,1,1.453698e-05,0.02259962498,0.05046789757999987,0.16447466938,0.4304648699754
273,1970-10-01,0,1,8.304472e-05,0.0067502887,0.025278278299999873,0.16353335730000002,0.4301155052954
274,1970-10-02,0,1,0.015762096,0.015859677699999998,0.03844476569999987,0.0663130383,0.4442975879954
275,1970-10-03,0,1,7.0912824e-06,0.0158522320024,0.022519475982399874,0.0410474655824,0.4194803242778
