valid_time,number,expver,rain_mm
1971-04-15,0,0001,0.0
1971-04-16,0,0001,0.0
1971-04-17,0,0001,0.041211907
1971-04-18,0,0001,0.0002956459
1971-04-19,0,0001,4.8705833e-06
1971-04-20,0,0001,0.000150826
1971-04-21,0,0001,0.0004823607
1971-04-22,0,0001,0.29095763
1971-04-23,0,0001,0.76633394
1971-04-24,0,0001,0.14846262
1971-04-25,0,0001,0.0
1971-04-26,0,0001,0.0
1971-04-27,0,0001,0.009395672
1971-04-28,0,0001,0.009739453
1971-04-29,0,0001,0.93452674
1971-04-30,0,0001,0.013403645
1971-05-01,0,0001,0.13566409
1971-05-02,0,0001,0.43992496
1971-05-03,0,0001,0.0011496565
1971-05-04,0,0001,0.01203357
1971-05-05,0,0001,0.0
1971-05-06,0,0001,0.00028758412
1971-05-07,0,0001,0.21119575
1971-05-08,0,0001,0.5761342
1971-05-09,0,0001,0.16386965
1971-05-10,0,0001,0.019345237
1971-05-11,0,0001,0.00025238993
1971-05-12,0,0001,0.49260807
1971-05-13,0,0001,0.048891496
1971-05-14,0,0001,0.016609501
1971-05-15,0,0001,0.21843848
1971-05-16,0,0001,0.011025927
1971-05-17,0,0001,0.15297376
1971-05-18,0,0001,0.027239129
1971-05-19,0,0001,0.5545764
1971-05-20,0,0001,0.115052275
1971-05-21,0,0001,3.4662662e-05
1971-05-22,0,0001,0.0033150304
1971-05-23,0,0001,0.085277975
1971-05-24,0,0001,0.00669192
1971-05-25,0,0001,0.17797907
1971-05-26,0,0001,0.09376105
1971-05-27,0,0001,0.0027389952
1971-05-28,0,0001,0.010046029
1971-05-29,0,0001,0.015216611
1971-05-30,0,0001,0.00030013252
1971-05-31,0,0001,0.021466495
1971-06-01,0,0001,0.0016856203
1971-06-02,0,0001,0.00055249484
1971-06-03,0,0001,0.15267573
1971-06-04,0,0001,0.092491716
1971-06-05,0,0001,0.15763763
1971-06-06,0,0001,0.0036313
1971-06-07,0,0001,0.058461767
1971-06-08,0,0001,0.00015443565
1971-06-09,0,0001,0.008904939
1971-06-10,0,0001,0.00035689567
1971-06-11,0,0001,0.0010459917
1971-06-12,0,0001,0.0
1971-06-13,0,0001,0.0
1971-06-14,0,0001,0.17206292
1971-06-15,0,0001,0.0
1971-06-16,0,0001,0.0
1971-06-17,0,0001,0.014698231
1971-06-18,0,0001,0.15684335
1971-06-19,0,0001,5.5372715e-05
1971-06-20,0,0001,0.0
1971-06-21,0,0001,0.0
1971-06-22,0,0001,0.0
1971-06-23,0,0001,0.004813467
1971-06-24,0,0001,0.0003097107
1971-06-25,0,0001,0.65371555
1971-06-26,0,0001,0.018071385
1971-06-27,0,0001,0.00040052997
1971-06-28,0,0001,0.0
1971-06-29,0,0001,0.0002937756
1971-06-30,0,0001,0.008097728
1971-07-01,0,0001,0.0030404741
1971-07-02,0,0001,0.006467324
1971-07-03,0,0001,0.4294107
1971-07-04,0,0001,0.07445639
1971-07-05,0,0001,0.1359878
1971-07-06,0,0001,0.009841726
1971-07-07,0,0001,0.00088796095
1971-07-08,0,0001,3.7412974e-05
1971-07-09,0,0001,0.0
1971-07-10,0,0001,0.0
1971-07-11,0,0001,0.0
1971-07-12,0,0001,0.0006840932
1971-07-13,0,0001,0.15172166
1971-07-14,0,0001,0.010785011
1971-07-15,0,0001,0.0
1971-07-16,0,0001,0.0
1971-07-17,0,0001,0.0013511224
1971-07-18,0,0001,0.0
1971-07-19,0,0001,0.0
1971-07-20,0,0001,0.13117258
1971-07-21,0,0001,0.024399767
1971-07-22,0,0001,0.02446653
1971-07-23,0,0001,0.009187227
1971-07-24,0,0001,0.013985132
1971-07-25,0,0001,0.00027688465
1971-07-26,0,0001,0.01771998
1971-07-27,0,0001,0.48193023
1971-07-28,0,0001,0.2366069
1971-07-29,0,0001,5.2798943e-05
1971-07-30,0,0001,0.0
1971-07-31,0,0001,1.5839854e-05
1971-08-01,0,0001,0.00036358344
1971-08-02,0,0001,3.167971e-05
1971-08-03,0,0001,0.00025620105
1971-08-04,0,0001,0.0
1971-08-05,0,0001,0.0
1971-08-06,0,0001,0.0
1971-08-07,0,0001,0.5092527
1971-08-08,0,0001,0.072629236
1971-08-09,0,0001,1.5355525e-05
1971-08-10,0,0001,5.279952e-06
1971-08-11,0,0001,0.029000208
1971-08-12,0,0001,0.0043207486
1971-08-13,0,0001,0.0
1971-08-14,0,0001,0.00016364318
1971-08-15,0,0001,1.543039e-05
1971-08-16,0,0001,0.05161419
1971-08-17,0,0001,1.4769045e-05
1971-08-18,0,0001,0.019734921
1971-08-19,0,0001,0.003257276
1971-08-20,0,0001,0.0
1971-08-21,0,0001,0.024265364
1971-08-22,0,0001,0.0039683287
1971-08-23,0,0001,0.008973147
1971-08-24,0,0001,0.00024955618
1971-08-25,0,0001,0.011552027
1971-08-26,0,0001,0.001380122
1971-08-27,0,0001,0.0
1971-08-28,0,0001,0.0021430468
1971-08-29,0,0001,0.0
1971-08-30,0,0001,0.45961455
1971-08-31,0,0001,0.45395684
1971-09-01,0,0001,0.017304024
1971-09-02,0,0001,0.004396725
1971-09-03,0,0001,8.472507e-05
1971-09-04,0,0001,0.00016167178
1971-09-05,0,0001,0.0
1971-09-06,0,0001,0.0
1971-09-07,0,0001,0.0
1971-09-08,0,0001,0.0024213654
1971-09-09,0,0001,0.032843534
1971-09-10,0,0001,0.0049211085
1971-09-11,0,0001,0.00011702344
1971-09-12,0,0001,0.0028151553
1971-09-13,0,0001,0.2380202
1971-09-14,0,0001,0.07989963
1971-09-15,0,0001,0.0019054797
1971-09-16,0,0001,0.0030538803
1971-09-17,0,0001,0.0052840794
1971-09-18,0,0001,0.005975905
1971-09-19,0,0001,0.05974532
1971-09-20,0,0001,1.421119
1971-09-21,0,0001,1.3247696
1971-09-22,0,0001,1.5586057
1971-09-23,0,0001,1.1504043
1971-09-24,0,0001,1.0144584
1971-09-25,0,0001,0.061687082
1971-09-26,0,0001,0.0
1971-09-27,0,0001,0.012431147
1971-09-28,0,0001,0.0061700367
1971-09-29,0,0001,0.0008219902
1971-09-30,0,0001,0.0028965112
1971-10-01,0,0001,0.008081135
1971-10-02,0,0001,0.00010999104
1971-10-03,0,0001,0.0
1971-10-04,0,0001,0.0
1971-10-05,0,0001,0.8220108
1971-10-06,0,0001,0.00039365533
1971-10-07,0,0001,0.091119505
1971-10-08,0,0001,0.007746643
1971-10-09,0,0001,0.6357768
1971-10-10,0,0001,0.40736324
1971-10-11,0,0001,0.0014103653
1971-10-12,0,0001,0.21400891
1971-10-13,0,0001,0.0067206933
1971-10-14,0,0001,0.0011303806
1971-10-15,0,0001,0.028970504
1971-10-16,0,0001,0.0024963366
1971-10-17,0,0001,0.00022548881
1971-10-18,0,0001,0.00070716796
1971-10-19,0,0001,0.0072475523
1971-10-20,0,0001,0.010772118
1971-10-21,0,0001,0.00017562324
1971-10-22,0,0001,0.0007146369
1971-10-23,0,0001,0.0012707161
1971-10-24,0,0001,0.0050804624
1971-10-25,0,0001,7.454985e-05
1971-10-26,0,0001,8.223899e-05
1971-10-27,0,0001,5.457064e-06
1971-10-28,0,0001,0.0021836082
1971-10-29,0,0001,0.008729776
1971-10-30,0,0001,0.031013627
1971-10-31,0,0001,0.008575496
1971-11-01,0,0001,0.017268682
1971-11-02,0,0001,0.0059762723
1971-11-03,0,0001,0.009038632
1971-11-04,0,0001,0.00014240657
1971-11-05,0,0001,0.00010272963
1971-11-06,0,0001,0.0030172647
1971-11-07,0,0001,0.44528916
1971-11-08,0,0001,0.27549943
1971-11-09,0,0001,0.94929314
1971-11-10,0,0001,0.00090862165
1971-11-11,0,0001,0.102976434
1971-11-12,0,0001,0.00284296
1971-11-13,0,0001,0.004452616
1971-11-14,0,0001,0.009027702
1971-11-15,0,0001,0.043152
1971-11-16,0,0001,0.003455513
1971-11-17,0,0001,1.6341705e-06
1971-11-18,0,0001,0.0
1971-11-19,0,0001,2.3926987e-05
1971-11-20,0,0001,0.009458831
1971-11-21,0,0001,0.0
1971-11-22,0,0001,0.0005522927
1971-11-23,0,0001,0.00044454104
1971-11-24,0,0001,0.10688543
1971-11-25,0,0001,0.06897787
1971-11-26,0,0001,0.0
1971-11-27,0,0001,0.00016742361
1971-11-28,0,0001,0.0018513589
1971-11-29,0,0001,0.14171357
1971-11-30,0,0001,0.13036045
1971-12-01,0,0001,0.01759435
1971-12-02,0,0001,0.00028634188
1971-12-03,0,0001,0.45814112
1971-12-04,0,0001,1.803677
1971-12-05,0,0001,0.7663572
1971-12-06,0,0001,1.092472
1971-12-07,0,0001,0.3022602
1971-12-08,0,0001,0.002115634
1971-12-09,0,0001,0.0
1971-12-10,0,0001,1.3565448e-05
