name,datetime,tempmax,tempmin,temp,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,description,source
Barcelona,1979-06-24,24.1,17.1,20.9,76.9,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-06-25,25.7,17.1,21,77.2,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-06-26,26.2,18.1,22.1,67.1,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-06-27,27.1,16.1,23.7,62.7,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-06-28,28.1,19,22.8,70.3,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-06-29,27.6,18,22.6,71.1,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-06-30,28.1,18.1,22.8,76.3,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-07-01,23.9,19,21.3,81.8,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-07-02,22.1,16.2,19.2,81.3,2,100,4.17,rain,,,Partly cloudy throughout the day with early morning rain.,obs
Barcelona,1979-07-03,23.1,17,20,66.6,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-07-04,25.1,17,21,74.8,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-07-05,25.1,16.1,20.8,70.8,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-07-06,28.6,15.9,22.2,63.4,0,0,0,,,,Clear conditions throughout the day.,obs
Barcelona,1979-07-07,26.7,18,22.7,57.1,0,0,0,,,,Clear conditions throughout the day.,obs
Barcelona,1979-07-08,28.2,18,23.3,70.7,0,0,0,,,,Clear conditions throughout the day.,obs
Barcelona,1979-07-09,27.7,17,22.6,75.2,0,0,0,,,,Clear conditions throughout the day.,obs
Barcelona,1979-07-10,31.6,17,23.8,66,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-07-11,30.1,21,24.8,63.3,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-07-12,27.9,20.1,24.3,72.9,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-07-13,26.7,19,23.1,74,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-07-14,27.1,19.1,22.6,72.2,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-07-15,27.7,17,22.2,70,0,0,0,,,,Clear conditions throughout the day.,obs
Barcelona,1979-07-16,27.7,17.1,23.1,80.1,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-07-17,27.9,20.7,23.9,74.6,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-07-18,30.1,19,24.2,68.6,0,0,0,,,,Clear conditions throughout the day.,obs
Barcelona,1979-07-19,28.9,20,23.9,76,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-07-20,28.9,20,23.6,75.5,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-07-21,27.9,20,23.7,77.1,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-07-22,28,19.1,23.1,78.5,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-07-23,27.6,19.1,22.8,79.5,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-07-24,27.1,20.1,23.3,74.9,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-07-25,27.9,18,23.1,78,0,0,0,,,,Becoming cloudy in the afternoon.,obs
Barcelona,1979-07-26,28.1,19,23.8,74.9,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-07-27,32.4,19,25.3,69.2,0,0,0,,,,Clear conditions throughout the day.,obs
Barcelona,1979-07-28,31.6,19.1,25.4,71.2,0,0,0,,,,Clear conditions throughout the day.,obs
Barcelona,1979-07-29,31.4,19.1,25.8,64.9,0,0,0,,,,Clear conditions throughout the day.,obs
Barcelona,1979-07-30,29.7,20.1,24.7,74.7,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-07-31,29.1,22,25.3,76,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-08-01,29,20.1,25,76,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-08-02,29.1,21.1,25.6,76.2,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-08-03,29.7,22.9,25.7,75.4,0,0,0,,,,Clear conditions throughout the day.,obs
Barcelona,1979-08-04,29.1,21.9,25,71.4,0,0,0,,,,Clear conditions throughout the day.,obs
Barcelona,1979-08-05,28.1,18.1,23.4,73.6,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-08-06,29.2,20,24.6,68.5,0,0,0,,,,Clear conditions throughout the day.,obs
Barcelona,1979-08-07,29.9,20,24.9,67.9,0,0,0,,,,Clear conditions throughout the day.,obs
Barcelona,1979-08-08,27,19.1,23.6,79.3,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-08-09,28,18.1,23.8,69.4,0.175,100,4.17,rain,,,Partly cloudy throughout the day with early morning rain.,obs
Barcelona,1979-08-10,26.9,19.1,23.7,75.7,0,0,0,,,,Clearing in the afternoon.,obs
Barcelona,1979-08-11,28,20.9,23.5,74.4,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-08-12,28,21,23.7,77.8,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-08-13,29,20.1,24.7,77.2,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-08-14,28.9,20,24.5,78.8,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-08-15,28.1,21,24.4,82.6,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-08-16,25.9,17,21.7,68.1,14.175,100,4.17,rain,,,Clearing in the afternoon with early morning rain.,obs
Barcelona,1979-08-17,26.1,17,22.1,64.9,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-08-18,27,17.1,22.2,65.7,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-08-19,28.1,15,21.5,57.9,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-08-20,26.1,19,22.4,61.9,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-08-21,25.1,19,22.4,70.8,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-08-22,27,17.9,22,77.5,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-08-23,26.1,17,21.9,78.4,0,0,0,,,,Becoming cloudy in the afternoon.,obs
Barcelona,1979-08-24,24,16.9,20.3,75.3,0.175,100,4.17,rain,,,Partly cloudy throughout the day with early morning rain.,obs
Barcelona,1979-08-25,24.7,16.1,20.8,69,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-08-26,26,17.9,21.2,75.9,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-08-27,20.2,18.1,19.3,82.1,5.458,100,4.17,rain,,,Partly cloudy throughout the day with afternoon rain.,obs
Barcelona,1979-08-28,24,18,20.7,68.4,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-08-29,25.1,17.1,21.1,66.8,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-08-30,27.1,17.1,21.8,80.4,1.416,100,4.17,rain,,,Clear conditions throughout the day with afternoon rain.,obs
Barcelona,1979-08-31,27.1,17.9,22.4,74.2,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-09-01,26.1,17.1,21.6,76.6,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-09-02,26.1,16,20.6,79.4,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-09-03,26.1,16,21.1,78.5,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-09-04,24.9,19,21.6,81.1,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-09-05,26.1,16.1,21.3,79.5,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-09-06,24.1,19,21,80.1,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-09-07,24.1,18.9,21.2,82.6,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-09-08,26.1,16.1,22.1,80.2,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-09-09,26.4,17,21.6,78.9,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-09-10,25.1,17.1,21.7,85.3,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-09-11,24.1,20,21.1,80.8,4.854,100,4.17,rain,,,Partly cloudy throughout the day with early morning rain.,obs
Barcelona,1979-09-12,25,17,20.4,79.5,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-09-13,25,16.1,20.5,80.8,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-09-14,27,17.1,22.3,76.2,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-09-15,26.1,17.1,21.9,80.1,0,0,0,,,,Clear conditions throughout the day.,obs
Barcelona,1979-09-16,26.1,16.1,21.8,77.1,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-09-17,26.1,18.1,22.3,81.5,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-09-18,27,18,22.5,82.3,0.029,100,4.17,rain,,,Partly cloudy throughout the day with early morning rain.,obs
Barcelona,1979-09-19,26,17.1,21.4,84.4,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-09-20,24,18.1,20.9,84.7,0.971,100,4.17,rain,,,Cloudy skies throughout the day with early morning rain.,obs
Barcelona,1979-09-21,24.1,16,19.7,80.1,28.285,100,4.17,rain,,,Partly cloudy throughout the day with early morning rain.,obs
Barcelona,1979-09-22,18,10.1,14.8,76.2,2.175,100,4.17,rain,,,Partly cloudy throughout the day with early morning rain.,obs
Barcelona,1979-09-23,22.9,9.1,15.5,63.1,4.854,100,4.17,rain,,,Partly cloudy throughout the day with early morning rain.,obs
Barcelona,1979-09-24,21.1,7.1,15.9,59.3,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-09-25,22.1,12.9,18,71.7,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-09-26,23,15,18.4,73.6,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-09-27,23.1,8.1,17.9,74.2,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-09-28,24.1,12.9,18.2,76.4,0,0,0,,,,Clear conditions throughout the day.,obs
Barcelona,1979-09-29,23.4,13,18.1,79.3,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-09-30,24.1,14,18.5,73.5,0,0,0,,,,Clear conditions throughout the day.,obs
Barcelona,1979-10-01,24.1,13.1,19.1,81.5,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-10-02,24.9,15.9,19.9,82.5,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-10-03,24.1,15.1,19.3,84.5,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-10-04,24.1,14.1,19.1,85.7,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-10-05,23.6,12.1,17.2,78,58.398,100,4.17,rain,,,Partly cloudy throughout the day with early morning rain.,obs
Barcelona,1979-10-06,24,12.9,19,78.9,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-10-07,25.9,17.1,21,78.2,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-10-08,25,16.1,20.5,82.5,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-10-09,24.9,19.1,21.2,83.8,0,0,0,,,,Cloudy skies throughout the day.,obs
Barcelona,1979-10-10,23.9,18,19.8,84.5,0.251,100,4.17,rain,,,Partly cloudy throughout the day with early morning rain.,obs
Barcelona,1979-10-11,21.1,14,17.5,78.3,0.029,100,4.17,rain,,,Partly cloudy throughout the day with early morning rain.,obs
Barcelona,1979-10-12,20,14.1,16.5,82.8,0.262,100,4.17,rain,,,Partly cloudy throughout the day with afternoon rain.,obs
Barcelona,1979-10-13,21.1,12.1,18.6,69.9,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-10-14,19.9,13.1,16.1,84.1,2.913,100,4.17,rain,,,Partly cloudy throughout the day with afternoon rain.,obs
Barcelona,1979-10-15,18.1,11,14.2,86.8,1.262,100,8.33,rain,,,Partly cloudy throughout the day with rain.,obs
Barcelona,1979-10-16,17.1,12,14.2,84.8,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-10-17,20.1,11,15.2,82.1,9.709,100,4.17,rain,,,Partly cloudy throughout the day with early morning rain.,obs
Barcelona,1979-10-18,21.1,10.9,15.2,78,0,0,0,,,,Clear conditions throughout the day.,obs
Barcelona,1979-10-19,22,11.1,15.8,75.6,0,0,0,,,,Clear conditions throughout the day.,obs
Barcelona,1979-10-20,21,11,15.4,88.1,0.971,100,4.17,rain,,,Partly cloudy throughout the day with afternoon rain.,obs
Barcelona,1979-10-21,22,14,17.8,87.4,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-10-22,20.1,15,17.5,87,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-10-23,21,15,17.6,83,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-10-24,21,14,17.3,86.5,0.838,100,4.17,rain,,,Partly cloudy throughout the day with early morning rain.,obs
Barcelona,1979-10-25,17.1,13.9,15,94.5,5.606,100,4.17,rain,,,Partly cloudy throughout the day with afternoon rain.,obs
Barcelona,1979-10-26,15.1,11.1,13.6,76.1,2.695,100,4.17,rain,,,Partly cloudy throughout the day with early morning rain.,obs
Barcelona,1979-10-27,13.1,9.2,10.7,92.3,67.522,100,8.33,rain,,,Partly cloudy throughout the day with rain.,obs
Barcelona,1979-10-28,16.9,10,12.3,80.4,9.883,100,8.33,rain,,,Partly cloudy throughout the day with rain.,obs
Barcelona,1979-10-29,18,7.1,12.5,75.6,0.014,100,4.17,rain,,,Partly cloudy throughout the day with early morning rain.,obs
Barcelona,1979-10-30,18.1,5.1,12.4,68.6,0,0,0,,,,Clear conditions throughout the day.,obs
Barcelona,1979-10-31,18,2.1,12,70.1,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-11-01,19.9,6.1,13.4,78.7,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-11-02,21,11,15.2,81,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-11-03,19.1,8.9,14,76.9,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-11-04,19,7,13,73.8,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-11-05,19.1,8.9,13.1,76.7,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-11-06,19.9,9,14.1,74.8,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-11-07,19,10,13.6,73.7,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-11-08,21.9,7,13.7,78.1,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-11-09,17.1,9,13.5,84.3,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-11-10,17,7,12.1,66.3,9.796,100,4.17,rain,,,Clearing in the afternoon with early morning rain.,obs
Barcelona,1979-11-11,15.1,4,9.4,41.7,0,0,0,,,,Clear conditions throughout the day.,obs
Barcelona,1979-11-12,14.2,3.9,9.5,63.1,0,0,0,,,,Clear conditions throughout the day.,obs
Barcelona,1979-11-13,15.9,6.1,11.1,68,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-11-14,13.1,3.1,9.8,84.3,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-11-15,11.2,6.1,8.8,68.2,0.843,100,4.17,rain,,,Partly cloudy throughout the day with early morning rain.,obs
Barcelona,1979-11-16,12.1,5,7.7,70.6,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-11-17,13,0.1,6.9,76.8,0,0,0,,,,Clear conditions throughout the day.,obs
Barcelona,1979-11-18,16,1.1,9,75,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-11-19,16.1,3.1,10.6,74.8,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-11-20,15.1,5.9,10.1,78.4,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-11-21,14,5.9,9.4,72.3,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-11-22,10.1,4.9,7,73,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-11-23,13.9,3,8,76.1,0,0,0,,,,Clear conditions throughout the day.,obs
Barcelona,1979-11-24,13,0.1,7,80,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-11-25,14.1,3,7.7,72.9,0,0,0,,,,Clear conditions throughout the day.,obs
Barcelona,1979-11-26,15.9,2,7.7,75.7,0,0,0,,,,Clear conditions throughout the day.,obs
Barcelona,1979-11-27,20.4,4.9,11.1,60,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-11-28,18.7,0.1,12,69,0,0,0,,,,Clear conditions throughout the day.,obs
Barcelona,1979-11-29,17.9,-0.9,10.1,80.7,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-11-30,13,5.1,9.4,87.6,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-12-01,19.4,5.8,10.4,77.9,0,0,0,,,,Clear conditions throughout the day.,obs
Barcelona,1979-12-02,18.6,6.9,11.1,76.3,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-12-03,17.1,5.1,10.6,80.3,0,0,0,,,,Clear conditions throughout the day.,obs
Barcelona,1979-12-04,15.1,5.1,10.3,86.8,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-12-05,15,4.9,9.8,83.2,0,0,0,,,,Clear conditions throughout the day.,obs
Barcelona,1979-12-06,16.5,-0.9,9.1,82.4,0,0,0,,,,Clear conditions throughout the day.,obs
Barcelona,1979-12-07,15,3.9,9.2,82.9,0,0,0,,,,Clear conditions throughout the day.,obs
Barcelona,1979-12-08,12.7,4,9.2,77.1,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-12-09,14.1,6.9,10.1,76.4,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-12-10,18,5.9,10.7,73.5,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-12-11,20,8.9,13.8,69.6,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-12-12,17,6.1,11.8,68.4,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-12-13,16.1,3.1,10.6,77.8,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-12-14,17.9,9.9,13,61.5,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-12-15,18,7.9,11.4,63.9,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-12-16,17,2.1,12.5,56.5,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-12-17,18.1,4.1,13.2,69.4,0,0,0,,,,Clear conditions throughout the day.,obs
Barcelona,1979-12-18,14,6.1,10.4,82,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-12-19,15.9,3.3,8.4,68.7,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-12-20,9,0.9,4.8,63.1,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-12-21,7.6,1,3.5,61.6,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-12-22,7.1,1.1,3.9,72.9,12.664,100,8.33,rain,,,Partly cloudy throughout the day with rain.,obs
Barcelona,1979-12-23,9,-1.9,3.6,69.9,0.019,100,4.17,"rain,snow",,,Partly cloudy throughout the day with early morning snow or rain.,obs
Barcelona,1979-12-24,11.1,-1.9,6.7,67.6,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-12-25,11.9,5.1,9.1,79.8,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-12-26,14,5,9.3,82.2,9.217,100,4.17,rain,,,Partly cloudy throughout the day with early morning rain.,obs
Barcelona,1979-12-27,12,-1.9,6.4,77,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-12-28,14,5.1,9,66.6,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-12-29,15,3,8.5,73,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-12-30,13.1,5.9,9.3,67.6,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1979-12-31,15.7,8.1,11.7,49.6,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1980-01-01,14.9,6.8,9.6,74,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1980-01-02,13.9,7.9,10.5,67.3,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1980-01-03,13.9,-1.9,7.9,75.3,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1980-01-04,13.9,-2.9,6.9,73.4,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1980-01-05,12.1,3.9,7.2,77.3,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1980-01-06,12,-1.9,6.9,72.6,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1980-01-07,12,2,6.4,73.4,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1980-01-08,11,1.9,6.6,82.7,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1980-01-09,13,4.1,8,80.6,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1980-01-10,7.9,2.1,5.9,86.5,7.439,100,4.17,rain,,,Partly cloudy throughout the day with afternoon rain.,obs
Barcelona,1980-01-11,12,2.1,7.3,78,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1980-01-12,8.8,-0.9,3.9,71,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1980-01-13,8,-1,3.1,70.1,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1980-01-14,9.9,4.1,6.8,74.9,0.024,100,4.17,rain,,,Partly cloudy throughout the day with afternoon rain.,obs
Barcelona,1980-01-15,10,4,7.4,67.7,0.087,100,4.17,rain,,,Partly cloudy throughout the day with early morning rain.,obs
Barcelona,1980-01-16,10.2,-0.9,4.9,70.6,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1980-01-17,7.9,2.1,5.4,78.8,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1980-01-18,9,3.1,5.2,82.1,0.363,100,8.33,rain,,,Partly cloudy throughout the day with rain.,obs
Barcelona,1980-01-19,10.1,2.1,5.5,73.1,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1980-01-20,13,1.9,6.8,67.9,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1980-01-21,13,1.9,7.6,75,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1980-01-22,16.9,7.9,11.5,67,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1980-01-23,16.1,5,11.3,71.8,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1980-01-24,17.1,10.1,12.8,71.3,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1980-01-25,18.9,9,12.8,73.9,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1980-01-26,17.5,6.9,10.4,85.2,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1980-01-27,13.1,9.1,10.8,82.5,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1980-01-28,14.1,6,8.8,80.9,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1980-01-29,14.7,1.1,9,81.4,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1980-01-30,13.1,4,8.5,87.1,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1980-01-31,13.6,9.1,11.1,86,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1980-02-01,16,8.9,11.9,66.9,0,0,0,,,,Clear conditions throughout the day.,obs
Barcelona,1980-02-02,15.1,5.1,9.8,71,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1980-02-03,16,3.1,10.3,70,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1980-02-04,22,6,13.1,68.6,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1980-02-05,19.7,3.1,12.8,76.5,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1980-02-06,15.1,6.1,10.7,90.8,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1980-02-07,15,7.1,11.3,81.5,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1980-02-08,14.1,4.9,9.8,85.6,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1980-02-09,13.1,9.9,11.7,83.3,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1980-02-10,12,9,10.5,88.7,3.172,100,4.17,rain,,,Partly cloudy throughout the day with afternoon rain.,obs
Barcelona,1980-02-11,15.9,4.9,9.5,73.6,0,0,0,,,,Clear conditions throughout the day.,obs
Barcelona,1980-02-12,15.6,2.9,9,67.2,0,0,0,,,,Clear conditions throughout the day.,obs
Barcelona,1980-02-13,14.1,3.9,8.1,78,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1980-02-14,14.1,4.8,9.5,81,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1980-02-15,14.1,5.9,9,86.1,0.472,100,4.17,rain,,,Partly cloudy throughout the day with late afternoon rain.,obs
Barcelona,1980-02-16,14.1,5.1,9.1,89.3,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1980-02-17,18,3,9.7,77,0,0,0,,,,Clear conditions throughout the day.,obs
Barcelona,1980-02-18,14.1,-0.9,9,76.7,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1980-02-19,14,5.1,9.5,83.4,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1980-02-20,11.9,8,10.1,93.2,5.222,100,8.33,rain,,,Partly cloudy throughout the day with rain.,obs
Barcelona,1980-02-21,12.1,9.1,10.4,85.9,1.023,100,8.33,rain,,,Cloudy skies throughout the day with rain.,obs
Barcelona,1980-02-22,17.9,9.4,12.2,90.8,2.533,100,8.33,rain,,,Cloudy skies throughout the day with rain.,obs
Barcelona,1980-02-23,16,2.8,10.6,87.5,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1980-02-24,15,10.1,12.5,90.9,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1980-02-25,14,10.1,12,87.8,0.058,100,4.17,rain,,,Partly cloudy throughout the day with early morning rain.,obs
Barcelona,1980-02-26,14,8,11.2,86.3,0,0,0,,,,Partly cloudy throughout the day.,obs
Barcelona,1980-02-27,16,4.9,9.6,78.1,0,0,0,,,,Clear conditions throughout the day.,obs
Barcelona,1980-02-28,14.1,4.9,9.6,75.7,0,0,0,,,,Clear conditions throughout the day.,obs
Barcelona,1980-02-29,15.7,3.9,9.4,74.5,0,0,0,,,,Clear conditions throughout the day.,obs
Barcelona,1980-03-01,15,2.9,9,78.9,0,0,0,,,,Clear conditions throughout the day.,obs
Barcelona,1980-03-02,15.9,4.9,10.2,82.6,0,0,0,,,,Partly cloudy throughout the day.,obs
